cell_name,sample,cell_type,cell_subtype,complexity,umap1,umap2,g1s_score,g2m_score,cell_cycle_phase,mp_top_score,mp_top,mp_assignment,source,cell_cohort
cy129_CD45negCD90neg_S87,Mel129pa,Malignant,Malignant,3672,-18.385,-7.7689,0.1355,0.325,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S351,Mel121.1,NK_cell,NK_cell,4750,2.6625,-8.3686,0.1213,0.0523,Not cycling,,"","",post.treatment,New
cy128_CD45pos_S155,Mel128,T_cell,T_Cell_CD8,4179,9.146,-4.2479,0.0467,0.2643,Not cycling,,"","",treatment.naive,New
cy129_CD45negCD90neg_S32,Mel129pa,Malignant,Malignant,4685,-18.6923,-7.885,0.5763,-0.0502,Not cycling,,"","",treatment.naive,New
cy128_CD45neg_S283,Mel128,Malignant,Malignant,2199,-14.9579,-11.6085,-0.0982,-0.026,Not cycling,,"","",treatment.naive,New
cy128_CD45neg_S196,Mel128,Malignant,Malignant,2617,-15.1841,-11.4434,-0.2466,-0.1598,Not cycling,,"","",treatment.naive,New
cy128_CD45neg_S213,Mel128,Malignant,Malignant,2332,-15.11,-11.4737,0.1617,-0.1072,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S325,Mel121.1,T_cell,T_Cell_CD8,3560,2.9037,0.8778,0.0745,-0.0876,Not cycling,,"","",post.treatment,New
cy129_CD45negCD90neg_S46,Mel129pa,Malignant,Malignant,5012,-18.3519,-7.7423,0.9374,0.6148,G1/S,,"","",treatment.naive,New
cy129_CD45negCD90neg_S1,Mel129pa,Malignant,Malignant,7435,-19.0314,-7.8329,1.1166,0.5938,G1/S,,"","",treatment.naive,New
cy128_CD45neg_S281,Mel128,Malignant,Malignant,1774,-14.8717,-11.1083,0.0911,0.0316,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S127,Mel128,T_cell,T_Cell_CD4,3554,10.009,-2.9666,0.1786,0.2109,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S143,Mel128,B_cell,B_cell,4088,-10.5813,13.2865,-0.0765,0.0621,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S182,Mel128,T_cell,T_Cell_CD4,4060,12.5216,-5.2374,0.1077,-0.0847,Not cycling,,"","",treatment.naive,New
cy129_CD45negCD90neg_S8,Mel129pa,Malignant,Malignant,2180,-17.5322,-8.1884,-0.2874,-0.2149,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S348,Mel121.1,T_cell,T_cell,5240,10.4618,-3.913,0.127,-0.1216,Not cycling,,"","",post.treatment,New
cy129_CD45negCD90neg_S78,Mel129pa,Malignant,Malignant,2297,-17.7127,-8.113,-0.0769,-0.2119,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S142,Mel128,B_cell,B_cell,4285,-10.507,13.37,-0.0281,0.1176,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S307,Mel121.1,T_cell,T_Cell_CD8,4270,0.9482,2.2149,0.0682,-0.0389,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S311,Mel121.1,T_cell,T_cell,3758,-42.4285,7.674,-0.1108,-0.1216,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S379,Mel121.1,T_cell,T_Cell_CD4,4425,8.5454,-2.0195,0.0111,-0.1078,Not cycling,,"","",post.treatment,New
cy128_CD45neg_S261,Mel128,Malignant,Malignant,2911,-15.3601,-11.075,0.0983,0.152,Not cycling,,"","",treatment.naive,New
cy128_CD45neg_S193,Mel128,Malignant,Malignant,4804,-15.1333,-11.5073,0.1826,0.241,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S372,Mel121.1,T_cell,T_Cell_CD8,4273,4.4635,-1.495,0.0449,0.0496,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S339,Mel121.1,T_cell,T_Cell_CD8,5356,-8.5133,4.1408,0.9473,2.5437,G2/M,,"","",post.treatment,New
cy129_CD45negCD90neg_S56,Mel129pa,Malignant,Malignant,2703,-18.1408,-8.2103,-0.135,-0.0204,Not cycling,,"","",treatment.naive,New
cy129_CD45negCD90neg_S54,Mel129pa,Malignant,Malignant,8258,-19.0223,-7.8287,-0.0553,0.0167,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S354,Mel121.1,T_cell,T_cell,3336,10.0589,-0.4309,0.1315,-0.0671,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S343,Mel121.1,NK_cell,NK_cell,4062,1.0888,0.15,0.0912,0.0424,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S323,Mel121.1,B_cell,B_cell,4725,-11.5131,12.5509,-0.0775,-0.0675,Not cycling,,"","",post.treatment,New
cy129_CD45negCD90neg_S86,Mel129pa,Malignant,Malignant,7229,-19.1637,-7.7846,0.3995,-0.0772,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S382,Mel121.1,T_cell,T_cell,4102,9.6853,-1.4958,0.2744,0.18,Not cycling,,"","",post.treatment,New
cy128_CD45neg_S233,Mel128,Malignant,Malignant,2211,-15.1048,-11.4966,-0.1257,-0.1433,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S335,Mel121.1,T_cell,T_Cell_CD4,4250,10.508,0.4744,0.1548,-0.0797,Not cycling,,"","",post.treatment,New
cy129_CD45negCD90neg_S27,Mel129pa,Malignant,Malignant,3448,-18.1919,-8.2019,-0.2166,-0.1366,Not cycling,,"","",treatment.naive,New
cy128_CD45neg_S277,Mel128,Malignant,Malignant,5422,-15.0739,-11.5567,0.7052,0.7049,Intermediate,,"","",treatment.naive,New
cy129_CD45negCD90neg_S4,Mel129pa,Malignant,Malignant,2998,-18.2358,-8.1517,0.068,0.0455,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S295,Mel121.1,T_cell,T_Cell_CD4,4632,9.0959,-2.9155,0.0563,-0.0361,Not cycling,,"","",post.treatment,New
cy129_CD45negCD90neg_S44,Mel129pa,Malignant,Malignant,2466,-18.1732,-7.7502,0.8535,-0.1035,G1/S,,"","",treatment.naive,New
cy128_CD45neg_S265,Mel128,Malignant,Malignant,1884,-15.0992,-11.4479,-0.0795,-0.1232,Not cycling,,"","",treatment.naive,New
cy129_CD45negCD90neg_S68,Mel129pa,Malignant,Malignant,3967,-18.3683,-7.8827,1.0209,0.1762,G1/S,,"","",treatment.naive,New
cy121.1_CD45pos_S370,Mel121.1,T_cell,T_Cell_CD4,3900,10.2836,0.399,0.0102,0.0667,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S330,Mel121.1,T_cell,T_Cell_CD4,4062,9.1035,-2.5349,-0.0233,-0.0075,Not cycling,,"","",post.treatment,New
cy129_CD45negCD90neg_S75,Mel129pa,Malignant,Malignant,2771,-17.9869,-8.2513,0.0312,-0.0432,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S345,Mel121.1,T_cell,T_cell,3799,12.2693,-4.7156,0.2091,-0.1134,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S320,Mel121.1,Macrophage,Macrophage,5719,-12.8758,34.5312,-0.0303,0.0448,Not cycling,,"","",post.treatment,New
cy129_CD45negCD90neg_S18,Mel129pa,Malignant,Malignant,1734,-17.5662,-8.2658,-0.079,-0.1345,Not cycling,,"","",treatment.naive,New
cy128_CD45neg_S200,Mel128,Malignant,Malignant,2244,-15.3055,-11.7423,-0.1022,-0.0494,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S373,Mel121.1,T_cell,T_cell,3886,9.7141,-3.1214,0.0327,-0.0744,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S310,Mel121.1,Macrophage,Macrophage,5802,-31.316,19.6924,-0.0595,0.0212,Not cycling,,"","",post.treatment,New
cy128_CD45pos_S160,Mel128,B_cell,B_cell,4305,-10.6666,13.0927,0.1335,0.0289,Not cycling,,"","",treatment.naive,New
cy129_CD45negCD90neg_S28,Mel129pa,Malignant,Malignant,2939,-18.0942,-8.0081,0.1344,0.0258,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S161,Mel128,Macrophage,Macrophage,5219,-29.1764,19.281,-0.0875,0.1397,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S350,Mel121.1,T_cell,T_Cell_CD8,4072,4.1259,-1.4458,-0.066,-0.0575,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S346,Mel121.1,B_cell,B_cell,3588,-11.2516,12.8419,0.0991,-0.0309,Not cycling,,"","",post.treatment,New
cy128_CD45pos_S138,Mel128,B_cell,B_cell,4157,-11.6422,12.5747,-0.0591,0.1305,Not cycling,,"","",treatment.naive,New
cy128_CD45neg_S229,Mel128,Malignant,Malignant,2290,-15.1706,-11.5574,0.1936,0.135,Not cycling,,"","",treatment.naive,New
cy128_CD45neg_S212,Mel128,Malignant,Malignant,1885,-15.1197,-11.6288,-0.1982,-0.163,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S172,Mel128,B_cell,B_cell,4124,-10.5097,12.8509,0.043,0.0402,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S134,Mel128,T_cell,T_Cell_CD4,3843,12.922,-5.0187,0.0707,-0.0324,Not cycling,,"","",treatment.naive,New
cy128_CD45neg_S232,Mel128,"",Unassigned,1841,-15.0555,-11.5444,,,"",,"","",treatment.naive,New
cy121.1_CD45pos_S364,Mel121.1,"",Unassigned,1929,-30.3997,18.7735,,,"",,"","",post.treatment,New
cy129_CD45negCD90neg_S41,Mel129pa,Malignant,Malignant,7096,-19.019,-7.8429,-0.2354,-0.2614,Not cycling,,"","",treatment.naive,New
cy129_CD45negCD90neg_S53,Mel129pa,Malignant,Malignant,3130,-18.1413,-8.2832,-0.1377,-0.0129,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S181,Mel128,B_cell,B_cell,4548,-10.6871,12.9374,0.0698,0.0443,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S178,Mel128,T_cell,T_Cell_CD8,7268,-8.1682,4.6377,1.4799,2.4433,Intermediate,,"","",treatment.naive,New
cy129_CD45negCD90neg_S14,Mel129pa,Malignant,Malignant,3036,-18.0352,-7.9258,1.3229,0.428,G1/S,,"","",treatment.naive,New
cy121.1_CD45pos_S368,Mel121.1,T_cell,T_Cell_CD4,4078,9.6319,-3.4933,0.0976,-0.0344,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S367,Mel121.1,Macrophage,Macrophage,4951,-30.8844,17.664,-0.1377,0.2387,Not cycling,,"","",post.treatment,New
cy129_CD45negCD90neg_S23,Mel129pa,Malignant,Malignant,7525,-19.1468,-7.7154,1.3799,0.3218,G1/S,,"","",treatment.naive,New
cy128_CD45pos_S183,Mel128,T_cell,T_Cell_CD8,3863,13.2661,-5.0638,0.1856,0.0341,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S352,Mel121.1,T_cell,T_cell,3599,9.9301,-2.8215,0.0807,-0.0531,Not cycling,,"","",post.treatment,New
cy128_CD45neg_S248,Mel128,Malignant,Malignant,3285,-15.0322,-11.6274,0.0187,0.4855,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S140,Mel128,T_cell,T_Cell_CD4,3776,13.227,-5.3326,0.0261,0.0621,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S383,Mel121.1,T_cell,T_Cell_CD4,3811,8.9486,-3.0638,-0.0946,0.1193,Not cycling,,"","",post.treatment,New
cy128_CD45pos_S147,Mel128,Macrophage,Macrophage,5797,-28.9587,20.4374,0.037,0.0884,Not cycling,,"","",treatment.naive,New
cy129_CD45negCD90neg_S9,Mel129pa,Malignant,Malignant,3073,-18.462,-8.1704,0.5481,0.1389,Not cycling,,"","",treatment.naive,New
cy128_CD45neg_S243,Mel128,"",Unassigned,1897,-14.8888,-11.3679,,,"",,"","",treatment.naive,New
cy129_CD45negCD90neg_S71,Mel129pa,Malignant,Malignant,6913,-19.0047,-7.844,-0.2192,-0.0205,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S316,Mel121.1,T_cell,T_cell,3904,6.4008,-1.5437,0.0029,0.0825,Not cycling,,"","",post.treatment,New
cy128_CD45pos_S171,Mel128,B_cell,B_cell,3902,-11.6363,12.697,0.0279,0.0166,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S375,Mel121.1,T_cell,T_Cell_CD8,4330,3.2557,-9.8847,0.1485,0.0224,Not cycling,,"","",post.treatment,New
cy129_CD45negCD90neg_S76,Mel129pa,Malignant,Malignant,3119,-18.2524,-7.6063,1.553,0.2017,G1/S,,"","",treatment.naive,New
cy121.1_CD45pos_S347,Mel121.1,Macrophage,Macrophage,5481,-30.7489,17.4874,-0.1091,0.0602,Not cycling,,"","",post.treatment,New
cy128_CD45pos_S117,Mel128,T_cell,T_Cell_CD8,4247,4.4798,-0.7698,0.1057,-0.0552,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S114,Mel128,T_cell,T_cell,3761,13.0949,-5.2426,0.0493,0.0051,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S176,Mel128,T_cell,T_Cell_CD8,3737,4.9201,-1.2614,0.2427,0.0962,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S164,Mel128,T_cell,T_cell,3835,12.5519,-4.9471,-0.0334,0.0198,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S344,Mel121.1,T_cell,T_Cell_CD4,4693,8.5573,-3.0339,0.2559,-0.0861,Not cycling,,"","",post.treatment,New
cy128_CD45neg_S253,Mel128,Malignant,Malignant,2770,-15.1718,-11.6641,-0.1652,-0.1824,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S313,Mel121.1,T_cell,T_Cell_CD8,4591,4.5625,-1.0815,-0.1039,-0.0269,Not cycling,,"","",post.treatment,New
cy128_CD45pos_S163,Mel128,B_cell,B_cell,5786,19.5979,-3.6396,0.2029,0.0959,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S146,Mel128,T_cell,T_cell,4029,13.2117,-5.3137,0.1293,0.0317,Not cycling,,"","",treatment.naive,New
cy128_CD45neg_S287,Mel128,Malignant,Malignant,2518,-15.2214,-11.7109,-0.042,-0.1217,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S322,Mel121.1,NK_cell,NK_cell,4710,3.9479,-8.8588,-0.0383,0.0219,Not cycling,,"","",post.treatment,New
cy129_CD45negCD90neg_S39,Mel129pa,Malignant,Malignant,2940,-18.128,-7.7698,0.4288,0.0043,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S378,Mel121.1,T_cell,T_Cell_CD8,4004,5.7355,-2.6648,0.1073,-0.0181,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S338,Mel121.1,T_cell,T_Cell_CD4,4652,8.8297,-2.7319,0.1292,-0.0697,Not cycling,,"","",post.treatment,New
cy128_CD45pos_S177,Mel128,T_cell,T_Cell_CD8,4040,11.3519,-4.1237,0.0118,-0.0951,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S149,Mel128,T_cell,T_Cell_CD4,3656,13.4479,-5.1094,0.1182,-0.0146,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S145,Mel128,T_cell,T_Cell_CD8,4166,5.2596,-1.9881,0.0516,-0.0943,Not cycling,,"","",treatment.naive,New
cy129_CD45negCD90neg_S15,Mel129pa,Malignant,Malignant,3702,-18.3449,-7.9693,0.0581,0.3808,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S305,Mel121.1,T_cell,T_Cell_CD8,4163,1.7745,1.4807,0.0725,-0.1236,Not cycling,,"","",post.treatment,New
cy129_CD45negCD90neg_S47,Mel129pa,Malignant,Malignant,2672,-18.0502,-8.0624,1.0711,0.1409,G1/S,,"","",treatment.naive,New
cy128_CD45neg_S236,Mel128,Malignant,Malignant,3953,-15.2589,-11.2396,-0.1569,0.0029,Not cycling,,"","",treatment.naive,New
cy128_CD45neg_S221,Mel128,"",Unassigned,1850,-15.0806,-11.6587,,,"",,"","",treatment.naive,New
cy129_CD45negCD90neg_S73,Mel129pa,Malignant,Malignant,8768,-16.3163,-7.3439,0.0844,0.0092,Not cycling,,"","",treatment.naive,New
cy128_CD45neg_S220,Mel128,Malignant,Malignant,2314,-14.9276,-11.3653,-0.056,0.3446,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S169,Mel128,T_cell,T_cell,3807,13.1734,-5.2807,0.1446,-0.061,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S120,Mel128,T_cell,T_cell,3535,12.5096,-4.3072,0.3432,0.15,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S157,Mel128,T_cell,T_Cell_CD4,4138,11.8322,-3.9048,-0.0169,0.0217,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S331,Mel121.1,T_cell,T_cell,4629,8.3956,-0.1089,0.0115,0.0727,Not cycling,,"","",post.treatment,New
cy121.1_CD45pos_S329,Mel121.1,T_cell,T_cell,4364,10.7393,-2.8304,0.133,0.0209,Not cycling,,"","",post.treatment,New
cy129_CD45negCD90neg_S19,Mel129pa,Malignant,Malignant,2282,-18.2276,-8.0427,-0.2032,-0.1913,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S131,Mel128,T_cell,T_cell,2993,6.2273,-0.3767,0.0296,-0.0389,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S170,Mel128,B_cell,B_cell,4126,-10.5952,12.8857,0.0377,0.0505,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S132,Mel128,B_cell,B_cell,3354,-11.7054,12.5811,0.0039,0.1729,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S353,Mel121.1,T_cell,T_Cell_CD4,4325,10.5297,0.4554,-0.0455,-0.1251,Not cycling,,"","",post.treatment,New
cy128_CD45pos_S158,Mel128,B_cell,B_cell,4608,-9.9172,13.5654,0.5371,0.4019,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S321,Mel121.1,T_cell,T_Cell_CD4,3968,7.5615,-3.5464,0.1317,-0.0338,Not cycling,,"","",post.treatment,New
cy129_CD45negCD90neg_S92,Mel129pa,Malignant,Malignant,2872,-18.047,-8.2143,-0.1319,-0.0983,Not cycling,,"","",treatment.naive,New
cy128_CD45pos_S168,Mel128,B_cell,B_cell,3573,-11.1872,12.6502,-0.0263,0.0478,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S369,Mel121.1,T_cell,T_Cell_CD8,4475,4.033,-1.5441,0.1231,-0.1896,Not cycling,,"","",post.treatment,New
cy129_CD45negCD90neg_S77,Mel129pa,Malignant,Malignant,2409,-17.7703,-8.1934,0.0471,-0.1526,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S340,Mel121.1,T_cell,T_Cell_CD8,4305,2.6137,0.5752,0.0897,-0.0605,Not cycling,,"","",post.treatment,New
cy129_CD45negCD90neg_S90,Mel129pa,Malignant,Malignant,7505,-19.0071,-7.8714,0.5513,0.0493,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S315,Mel121.1,NK_cell,NK_cell,3996,3.8129,-7.8977,0.0322,-0.1037,Not cycling,,"","",post.treatment,New
cy128_CD45neg_S270,Mel128,Malignant,Malignant,2830,-15.204,-11.3656,-0.1594,-0.1203,Not cycling,,"","",treatment.naive,New
cy121.1_CD45pos_S328,Mel121.1,T_cell,T_cell,4096,3.8501,-1.5601,0.006,0.0597,Not cycling,,"","",post.treatment,New
cy129PA_CD45pos_S111,Mel129pa,"",Unassigned,3490,-15.4793,-10.4508,,,"",,"","",treatment.naive,New
cy129PA_CD45pos_S188,Mel129pa,"",Unassigned,2658,-15.2439,-10.7993,,,"",,"","",treatment.naive,New
cy129PA_CD45pos_S140,Mel129pa,"",Unassigned,4581,-13.7598,-10.7557,,,"",,"","",treatment.naive,New
cy129PA_CD45pos_S114,Mel129pa,"",Unassigned,2113,-14.9669,-10.8841,,,"",,"","",treatment.naive,New
cy129PA_CD45pos_S148,Mel129pa,"",Unassigned,1796,-15.7584,-10.0753,,,"",,"","",treatment.naive,New
cy129PA_CD45pos_S145,Mel129pa,"",Unassigned,1832,-7.4617,-2.6859,,,"",,"","",treatment.naive,New
monika_A12_S100_comb_BCD8_3,Mel75,T_cell,T_Cell_CD8,5678,-1.3942,-3.381,0.0197,-0.1558,Not cycling,0.4132,CD4 - Dysfunction,"",post.treatment,Tirosh
CY75_1_CD45_CD8_3__S110_comb_BCD8,Mel75,"",Unassigned,2724,-4.0182,-3.4965,,,"",,"","",post.treatment,Tirosh
monika_E12_S137_comb_BCD8_3,Mel75,T_cell,T_Cell_CD8,4302,2.3601,-4.6714,0.003,-0.0778,Not cycling,0.4177,CD4 - Interferon,"",post.treatment,Tirosh
CY75_1_CD45_CD8_7__S213_comb_BCD8,Mel75,T_cell,T_Cell_CD8,3572,0.9905,-8.6967,0.0186,-0.1522,Not cycling,0.4237,CD8 - Unassigned1,"",post.treatment,Tirosh
CY75_1_CD45_CD8_3__S170_comb_BCD8,Mel75,T_cell,T_Cell_CD8,4001,-3.7052,-7.3568,-0.1307,0.1754,Not cycling,0.3353,CD4 - Naive1,"",post.treatment,Tirosh
CY75_1_CD45_CD8_8__S384_comb_BCD8,Mel75,T_cell,T_Cell_CD8,4209,-2.4697,-7.5948,-0.137,-0.186,Not cycling,0.9274,CD8 - Cytotoxic,"",post.treatment,Tirosh
CY75_1_CD45_CD8_1__S96_comb_BCD8,Mel75,T_cell,T_Cell_CD8,4704,-3.3114,-8.4278,0.2029,-0.1092,Not cycling,0.7162,CD8 - Cytotoxic,"",post.treatment,Tirosh
CY75_1_CD45_CD8_3__S162_comb_BCD8,Mel75,T_cell,T_Cell_CD8,4341,-2.2102,-2.0206,0.0963,0.0619,Not cycling,1.7518,CD8 - Cytotoxic,CD8 - Cytotoxic,post.treatment,Tirosh
CY75_1_CD45_CD8_7__S256_comb_BCD8,Mel75,T_cell,T_Cell_CD8,5019,-4.7413,-6.8511,-0.1178,0.2599,Not cycling,0.4655,CD8 - Cell Cycle,"",post.treatment,Tirosh
CY75_1_CD45_CD8_7__S194_comb_BCD8,Mel75,NK_cell,NK_cell,5216,-2.9625,-8.0748,0.0846,0.0544,Not cycling,,"","",post.treatment,Tirosh
CY75_1_CD45_CD8_8__S348_comb_BCD8,Mel75,T_cell,T_Cell_CD8,5029,-3.5696,-7.6094,-0.3361,-0.2276,Not cycling,0.4169,CD4 - Dysfunction,"",post.treatment,Tirosh
monika_D3_S128_comb_BCD8_3,Mel75,T_cell,T_Cell_CD8,6072,-1.4731,-3.5582,-0.1057,-0.0959,Not cycling,0.704,CD4 - Glycolysis/MYC,"",post.treatment,Tirosh
CY75_1_CD45_CD8_3__S128_comb_BCD8,Mel75,T_cell,T_Cell_CD8,4487,-3.3323,-8.1111,-0.1693,-0.0942,Not cycling,0.8593,CD4 - Dysfunction,"",post.treatment,Tirosh
CY75_1_CD45_CD8_7__S207_comb_BCD8,Mel75,T_cell,T_Cell_CD8,4402,-4.2095,-7.2892,0.0593,-0.1344,Not cycling,0.6181,CD4 - Dysfunction,"",post.treatment,Tirosh
monika_D4_S129_comb_BCD8_3,Mel75,T_cell,T_Cell_CD8,5075,-1.8857,-1.9421,-0.1383,0.0493,Not cycling,0.7273,CD8 - Dysfunction,"",post.treatment,Tirosh
CY75_1_CD45_CD8_8__S310_comb_BCD8,Mel75,T_cell,T_Cell_CD8,3940,0.9989,-8.8363,-0.0922,-0.0964,Not cycling,0.5567,CD4 - Naive2,"",post.treatment,Tirosh
CY75_1_CD45_CD8_3__S169_comb_BCD8,Mel75,T_cell,T_Cell_CD8,3608,-3.4763,-7.3174,-0.0538,-0.0114,Not cycling,0.791,CD8 - Chromatin,"",post.treatment,Tirosh
CY75_1_CD45_CD8_7__S284_comb_BCD8,Mel75,T_cell,T_Cell_CD8,4802,-3.0039,-7.9895,-0.125,-0.0843,Not cycling,1.435,CD8 - Cytotoxic,CD8 - Cytotoxic,post.treatment,Tirosh
CY75_1_CD45_CD8_3__S182_comb_BCD8,Mel75,T_cell,T_Cell_CD8,3803,-1.9015,-7.9192,0.1618,-0.0166,Not cycling,1.224,CD4 - Stress/HSP,CD4 - Stress/HSP,post.treatment,Tirosh
CY75_1_CD45_CD8_3__S159_comb_BCD8,Mel75,T_cell,T_Cell_CD8,5331,-3.9268,-7.7462,-0.1035,-0.0152,Not cycling,1.1715,CD4 - Dysfunction,CD4 - Dysfunction,post.treatment,Tirosh
CY75_1_CD45_CD8_8__S316_comb_BCD8,Mel75,T_cell,T_Cell_CD8,4711,-3.4669,-7.1541,-0.0155,-0.0373,Not cycling,0.4636,CD4 - Dysfunction,"",post.treatment,Tirosh
CY75_1_CD45_CD8_3__S124_comb_BCD8,Mel75,T_cell,T_Cell_CD8,4233,-3.0267,-7.8446,-0.1932,-0.1227,Not cycling,1.3163,CD4 - Stress/HSP,CD4 - Stress/HSP,post.treatment,Tirosh
CY75_1_CD45_CD8_7__S206_comb_BCD8,Mel75,T_cell,T_Cell_CD8,5592,-2.9564,-6.4644,-0.1908,-0.0958,Not cycling,0.9061,CD4 - Interferon,"",post.treatment,Tirosh
CY75_1_CD45_CD8_7__S240_comb_BCD8,Mel75,T_cell,T_Cell_CD8,6922,-4.5606,-7.6553,-0.1687,-0.2803,Not cycling,0.1888,CD8 - Unassigned1,"",post.treatment,Tirosh
CY75_1_CD45_CD8_8__S318_comb_BCD8,Mel75,T_cell,T_Cell_CD8,2216,-3.1996,-5.1698,-0.0142,0.3011,Not cycling,1.3385,CD8 - Unassigned2,CD8 - Unassigned2,post.treatment,Tirosh
CY75_1_CD45_CD8_3__S157_comb_BCD8,Mel75,T_cell,T_Cell_CD8,5416,-2.8369,-7.3306,-0.1834,-0.0014,Not cycling,0.8066,CD4 - Cytotoxic,"",post.treatment,Tirosh
CY75_1_CD45_CD8_7__S246_comb_BCD8,Mel75,"",Unassigned,2536,-6.8643,-2.9975,,,"",,"","",post.treatment,Tirosh
CY75_1_CD45_CD8_8__S303_comb_BCD8,Mel75,T_cell,T_Cell_CD8,5137,-5.824,-6.705,0.0794,-0.1066,Not cycling,0.1306,CD8 - Unassigned1,"",post.treatment,Tirosh
CY75_1_CD45_CD8_8__S319_comb_BCD8,Mel75,T_cell,T_Cell_CD8,5038,-4.0749,-7.5343,-0.0253,-0.0576,Not cycling,1.251,CD8 - Glycolysis/MYC,CD8 - Glycolysis/MYC,post.treatment,Tirosh
CY75_1_CD45_CD8_7__S273_comb_BCD8,Mel75,T_cell,T_cell,4189,-0.8482,-6.5526,-0.0424,-0.0297,Not cycling,0.9891,CD4 - Naive1,"",post.treatment,Tirosh
monika_D8_S133_comb_BCD8_3,Mel75,T_cell,T_Cell_CD8,5533,-1.5367,-3.2894,-0.1041,-0.0268,Not cycling,0.9557,CD4 - Dysfunction,"",post.treatment,Tirosh
monika_A10_S98_comb_BCD8_3,Mel75,T_cell,T_Cell_CD8,4764,-1.1375,-0.4414,-0.1153,0.1773,Not cycling,0.7937,CD8 - Interferon,"",post.treatment,Tirosh
CY75_1_CD45_CD8_7__S263_comb_BCD8,Mel75,T_cell,T_Cell_CD8,4593,-3.2282,-6.4721,-0.0368,-0.3141,Not cycling,0.861,CD8 - Naive2,"",post.treatment,Tirosh
CY75_1_CD45_CD8_8__S380_comb_BCD8,Mel75,T_cell,T_Cell_CD8,3724,0.1878,-8.0593,-0.124,0.0315,Not cycling,0.9085,CD4 - Cytotoxic,"",post.treatment,Tirosh
CY75_1_CD45_CD8_8__S349_comb_BCD8,Mel75,T_cell,T_Cell_CD8,4005,-1.3219,-7.5604,-0.1595,-0.1918,Not cycling,0.5677,CD4 - Stress/HSP,"",post.treatment,Tirosh
