cell_name,sample,cell_type,complexity,umap1,umap2,g1s_score,g2m_score,cell_cycle_phase,mp_top_score,mp_top,mp_assignment
CY89A_CD45_POS_4_F06_S450_comb,89,B_cell,4378,-17.5973,9.3462,-0.0118,0.0472,Not cycling,0.5723,MHC-II,""
CY89A_Core_15_H09_S93_comb,89,T_cell,3686,9.9556,9.8344,-0.0252,-0.2658,Not cycling,0.7434,CD4 - Treg,""
CY89A_CD45_POS_6_G01_S169_comb,89,B_cell,2942,-19.3644,5.9138,-0.0363,-0.0644,Not cycling,1.0092,HSP/Stress,""
CY89A_CD45_POS_6_B09_S117_comb,89,B_cell,3037,-19.1426,5.9253,-0.0337,-0.0607,Not cycling,0.5021,MHC-II,""
CY89A_Core_15_A12_S12_comb,89,T_cell,2467,9.1623,8.7365,0.1443,0.2305,Not cycling,0.6669,CD8 - Cytotoxic,""
CY89A_Core_15_B10_S22_comb,89,B_cell,2769,-18.0736,9.9948,-0.0883,-0.1159,Not cycling,0.8213,MHC-II,""
CY89A_CD45_POS_4_C10_S418_comb,89,Macrophage,6811,15.1609,-16.9691,0.058,0.237,Not cycling,,"",""
CY89A_Core_15_E04_S52_comb,89,B_cell,4517,-17.4516,9.358,0.5752,0.0474,Not cycling,1.1744,MHC-II,MHC-II
CY89A_CD45_POS_4_B09_S405_comb,89,B_cell,4525,-18.6032,5.0201,0.1068,0.0517,Not cycling,0.2416,Plasma,""
CY89A_Core_15_H11_S95_comb,89,B_cell,2384,-18.2776,10.1341,0.0871,-0.0077,Not cycling,0.5789,Metabolism/MYC,""
CY89A_CD45_POS_10_H06_S282_comb,89,T_cell,3191,7.8511,7.7353,0.1472,0.0277,Not cycling,0.453,CD4 - Dysfunction,""
CY89A_CD45_POS_4_C03_S411_comb,89,"",4271,-0.2005,12.5263,,,"",,"",""
CY89A_CD45_POS_4_E08_S440_comb,89,B_cell,3629,-19.3503,6.4222,0.1082,-0.139,Not cycling,0.7663,HSP/Stress,""
CY89A_CD45_POS_10_E04_S244_comb,89,T_cell,5470,13.3264,6.9937,2.27,1.3103,G1/S,3.4994,CD4 - Cell Cycle,CD4 - Cell Cycle
CY89A_CD45_POS_4_F03_S447_comb,89,T_cell,6884,13.324,7.4839,1.9966,0.4667,G1/S,1.6343,CD4 - Glycolysis/MYC,""
CY89A_Core_15_A03_S3_comb,89,B_cell,3700,-19.0612,6.4487,0.0244,0.4879,Not cycling,3.1219,Metabolism/MYC,""
CY89A_CD45_POS_6_D11_S143_comb,89,Macrophage,3612,12.8078,-16.927,0.0461,-0.2352,Not cycling,,"",""
CY89A_CD45_POS_6_D07_S139_comb,89,"",3343,-18.5946,6.0231,,,"",,"",""
CY89A_CD45_POS_4_F11_S455_comb,89,B_cell,4425,-18.1423,6.0534,-0.0592,0.0018,Not cycling,0.9762,MHC-II,""
CY89A_CD45_POS_4_D09_S429_comb,89,T_cell,8755,13.6511,-0.5713,0.2836,-0.3129,Not cycling,0.1036,CD8 - Naive2,""
CY89A_Core_15_E12_S60_comb,89,T_cell,3507,17.0545,10.8103,-0.0315,0.1697,Not cycling,2.4595,CD4 - Treg,""
CY89A_Core_15_A10_S10_comb,89,B_cell,2876,-19.7302,5.6451,-0.0574,-0.0409,Not cycling,0.5497,MHC-II,""
CY89A_Core_15_D02_S38_comb,89,B_cell,3161,-17.087,9.0154,0.0559,-0.0309,Not cycling,0.3991,MHC-II,""
CY89A_CD45_POS_10_E07_S247_comb,89,T_cell,2642,8.7156,8.7525,-0.0936,-0.011,Not cycling,0.6859,CD4 - Treg,""
CY89A_CD45_POS_4_C01_S409_comb,89,T_cell,5304,0.7997,10.6724,-0.028,-0.038,Not cycling,0.6998,CD8 - Memory/Naive1,""
CY89A_CD45_POS_6_G04_S172_comb,89,T_cell,3635,8.6161,8.2344,-0.0103,-0.067,Not cycling,0.6363,CD4 - Unassigned,""
CY89A_Core_15_C11_S35_comb,89,"",2986,-0.7433,5.8899,,,"",,"",""
CY89A_CD45_POS_6_A01_S97_comb,89,T_cell,2022,8.2923,8.648,0.0713,-0.0955,Not cycling,0.1846,CD8 - Cytotoxic,""
CY89A_CD45_POS_4_G03_S459_comb,89,T_cell,4537,9.4325,9.623,0.21,-0.0558,Not cycling,0.9734,CD8 - Heat shock,""
CY89A_Core_15_F10_S70_comb,89,Macrophage,5471,17.0465,-17.3602,-0.1904,0.0148,Not cycling,,"",""
CY89A_Core_15_H03_S87_comb,89,T_cell,3757,9.7369,7.8118,0.2826,0.7562,G2/M,1.0506,CD8 - Unassigned2,""
CY89A_Core_15_E03_S51_comb,89,T_cell,2553,9.8242,9.0846,-0.0732,0.0234,Not cycling,1.5305,CD8 - Cytotoxic,CD8 - Cytotoxic
CY89A_CD45_POS_6_B05_S113_comb,89,B_cell,3326,-19.2425,6.1443,-0.0907,0.1036,Not cycling,0.9475,HSP/Stress,""
CY89A_Core_15_F08_S68_comb,89,T_cell,2582,8.7752,8.4606,-0.0125,-0.0658,Not cycling,0.9726,CD4 - Interferon,""
CY89A_CD45_POS_10_F11_S263_comb,89,T_cell,2625,-1.381,12.2577,-0.0665,0.0083,Not cycling,0.8459,CD8 - Memory/Naive1,""
CY89A_Core_15_D07_S43_comb,89,B_cell,3035,-19.2719,5.7386,0.1165,-0.0458,Not cycling,0.9563,MHC-II,""
CY89A_CD45_POS_6_G08_S176_comb,89,B_cell,2783,-17.9201,9.4256,0.114,-0.0786,Not cycling,0.2921,MHC-II,""
CY89A_CD45_POS_4_E03_S435_comb,89,B_cell,3191,-19.2864,6.097,-0.0397,0.1034,Not cycling,0.8505,MHC-II,""
CY89A_CD45_POS_10_F12_S264_comb,89,T_cell,2965,-3.6484,12.7076,0.1444,-0.0821,Not cycling,1.3467,CD4 - Naive1,CD4 - Naive1
CY89A_CD45_POS_6_B04_S112_comb,89,Macrophage,5844,17.1652,-17.6596,-0.0038,0.0275,Not cycling,,"",""
CY89A_CD45_POS_6_A09_S105_comb,89,B_cell,2420,-18.3487,9.383,0.0711,0.0047,Not cycling,0.5297,HSP/Stress,""
CY89A_CD45_POS_6_C05_S125_comb,89,T_cell,4370,8.5664,7.002,0.0449,0.1066,Not cycling,0.7501,CD4 - Cytotoxic,""
CY89A_CD45_POS_10_A05_S197_comb,89,T_cell,2630,-3.6143,13.2458,0.0055,-0.0488,Not cycling,0.417,CD4 - Naive1,""
CY89A_CD45_POS_4_F01_S445_comb,89,B_cell,3408,-17.7863,9.6559,0.1493,0.1141,Not cycling,0.5048,MHC-II,""
CY89COREQ1_C11_S323_comb,89,T_cell,3067,-2.3625,13.1369,0.0186,0.0469,Not cycling,1.4045,CD8 - Memory/Naive1,CD8 - Memory/Naive1
CY89COREQ1_G02_S362_comb,89,Macrophage,5207,14.8477,-16.8097,-0.0157,0.0429,Not cycling,,"",""
CY89COREQ1_A01_S289_comb,89,Macrophage,7123,16.8652,-17.5972,0.0984,0.0105,Not cycling,,"",""
CY89NEG_C11_S35_comb,89,Endothelial,4609,-22.182,-10.0925,0.0452,0.0351,Not cycling,,"",""
CY89COREQ1_A02_S290_comb,89,T_cell,3900,-2.513,13.4169,-0.0588,-0.0051,Not cycling,1.581,CD4 - Naive1,CD4 - Naive1
CY89NEG_E07_S55_comb,89,Malignant,7752,33.5818,-1.0939,0.0531,0.0806,Not cycling,,"",""
CY89CORE11_G02_S170_comb,89,Malignant,6591,33.711,-1.3599,-0.1,0.0175,Not cycling,,"",""
CY89COREQ1_A04_S292_comb,89,T_cell,4049,0.07,13.1709,0.3039,0.0988,Not cycling,0.4778,CD4 - Dysfunction,""
CY89CORE11_A11_S107_comb,89,Malignant,6825,33.9175,-0.5971,0.5539,0.0868,Not cycling,,"",""
CY89COREQ1_E09_S345_comb,89,T_cell,3761,9.7849,10.9626,-0.021,-0.0485,Not cycling,0.4272,CD8 - Heat shock,""
CY89COREQ1_B07_S307_comb,89,T_cell,2889,7.9081,9.5125,0.0968,-0.1569,Not cycling,3.2095,CD4 - Interferon,""
CY75_1FNA_E07_S535_comb,75,T_cell,4271,-0.2513,13.3594,0.1125,-0.0462,Not cycling,1.6699,CD8 - Memory/Naive1,CD8 - Memory/Naive1
CY89COREQ1_H02_S374_comb,89,B_cell,2088,-19.2267,9.5657,-0.0901,0.1227,Not cycling,0.2166,MHC-II,""
CY89CORE11_F05_S161_comb,89,Malignant,7496,33.7941,-1.2331,2.2712,1.3557,G1/S,,"",""
CY89NEG_C03_S27_comb,89,Malignant,6231,33.1576,-1.2206,-0.1315,0.0077,Not cycling,,"",""
CY89FNAQ2_B12_S408_comb,89,"",6662,13.609,-0.631,,,"",,"",""
CY89CORE11_B10_S118_comb,89,Malignant,6668,33.7923,-1.4233,0.0564,0.1989,Not cycling,,"",""
CY89FNA_C01_S217_comb,89,T_cell,3156,-2.8816,12.2403,0.2311,0.0634,Not cycling,1.1009,CD8 - Naive2,CD8 - Naive2
CY89COREQ1_H09_S381_comb,89,T_cell,2339,-3.0678,14.3906,0.2723,-0.017,Not cycling,1.343,CD8 - Memory/Naive1,CD8 - Memory/Naive1
CY89NEG_B03_S15_comb,89,Malignant,6231,33.6652,-0.8299,-0.1178,0.0203,Not cycling,,"",""
CY89COREQ1_F11_S359_comb,89,T_cell,3968,9.6999,10.7889,0.0232,0.1732,Not cycling,0.66,CD8 - Cytotoxic,""
CY89FNA_E08_S248_comb,89,B_cell,3762,-19.3285,5.5197,0.1616,-0.0096,Not cycling,0.4935,MHC-II,""
CY89NEG_G01_S73_comb,89,Malignant,5924,33.2249,-0.9072,0.1043,0.145,Not cycling,,"",""
CY89FNAQ2_F06_S450_comb,89,Malignant,8202,33.4391,-0.9149,0.3155,0.2011,Not cycling,,"",""
CY89CORE11_A04_S100_comb,89,Malignant,6918,34.1327,-1.0806,0.8336,0.0525,G1/S,,"",""
CY89NEG_H11_S95_comb,89,Malignant,6173,33.503,-1.6604,0.0832,0.1359,Not cycling,,"",""
CY89COREQ1_D09_S333_comb,89,T_cell,4583,10.2949,7.3198,0.1397,0.9447,G2/M,1.7418,CD8 - Cell Cycle,CD8 - Cell Cycle
CY89NEG_F05_S65_comb,89,Malignant,6335,33.3742,-1.1277,-0.0425,-0.0346,Not cycling,,"",""
CY89COREQ1_H03_S375_comb,89,B_cell,2958,-18.2878,5.9246,0.2076,0.0516,Not cycling,0.5419,MHC-II,""
CY89NEG_F07_S67_comb,89,Malignant,5122,34.1963,-2.3528,-0.0294,0.0468,Not cycling,,"",""
CY89CORE11_E10_S154_comb,89,Malignant,6314,34.0083,-1.3634,0.6816,0.2511,Not cycling,,"",""
CY89NEG_E06_S54_comb,89,Malignant,6115,33.314,-0.9396,0.0552,-0.0104,Not cycling,,"",""
CY89FNAQ2_G07_S463_comb,89,Malignant,8179,34.0322,-0.9574,0.0614,0.2049,Not cycling,,"",""
CY89CORE11_B04_S112_comb,89,Malignant,6202,33.5485,-1.2198,0.069,0.1182,Not cycling,,"",""
CY89FNA_G11_S275_comb,89,T_cell,3139,9.7156,9.459,0.0079,-0.0639,Not cycling,0.8129,CD8 - Interferon,""
CY89COREQ1_F09_S357_comb,89,T_cell,3969,10.0939,10.0147,-0.0317,0.053,Not cycling,0.7996,CD4 - Cytotoxic,""
CY89CORE11_A05_S101_comb,89,Malignant,6974,33.6801,-1.9984,0.107,0.1561,Not cycling,,"",""
CY89CORE11_B06_S114_comb,89,Malignant,7146,33.9298,-0.8886,0.0717,0.1603,Not cycling,,"",""
CY89NEG_A06_S6_comb,89,Malignant,6532,33.5695,-1.2611,-0.1353,-0.0688,Not cycling,,"",""
CY75_1FNA_G09_S561_comb,75,T_cell,3653,-0.3087,13.8113,-0.1937,0.0426,Not cycling,1.2043,CD8 - Memory/Naive1,CD8 - Memory/Naive1
CY89CORE11_D09_S141_comb,89,Malignant,5438,34.2337,-2.447,-0.075,0.1354,Not cycling,,"",""
CY89FNAQ2_B02_S398_comb,89,Malignant,6480,34.0587,-1.6755,0.194,0.0566,Not cycling,,"",""
CY75_1FNA_A08_S488_comb,75,Macrophage,5047,15.2319,-15.949,-0.0537,-0.1143,Not cycling,,"",""
CY89FNAQ2_C04_S412_comb,89,Malignant,6757,33.8458,-0.963,0.1211,0.2054,Not cycling,,"",""
CY75_1FNA_G07_S559_comb,75,T_cell,3664,-0.1881,12.8047,-0.0241,-0.0488,Not cycling,1.4988,CD8 - Memory/Naive1,CD8 - Memory/Naive1
CY89FNAQ2_C11_S419_comb,89,"",8729,13.7874,-0.6462,,,"",,"",""
CY89FNA_E05_S245_comb,89,B_cell,3016,-19.0007,6.0129,-0.0029,0.0321,Not cycling,0.7695,MHC-II,""
CY89COREQ1_G08_S368_comb,89,Macrophage,6473,15.9954,-17.0014,-0.0202,0.0427,Not cycling,,"",""
CY89FNA_D02_S230_comb,89,T_cell,2442,-2.6745,13.3107,0.0699,-0.176,Not cycling,0.8104,CD4 - Naive2,""
CY89COREQ1_E05_S341_comb,89,B_cell,2965,-18.913,10.043,-0.0571,0.1674,Not cycling,0.9985,MHC-II,""
CY89COREQ1_H07_S379_comb,89,T_cell,2337,8.8525,11.0486,0.0527,-0.1472,Not cycling,0.7287,CD4 - Cytotoxic,""
CY75_1FNA_H02_S566_comb,75,T_cell,3621,-0.3895,13.5668,-0.0067,0.1486,Not cycling,0.6398,CD4 - Naive1,""
CY75_1FNA_G12_S564_comb,75,T_cell,3675,1.495,10.0646,0.1659,0.002,Not cycling,1.1752,CD8 - Cytotoxic,CD8 - Cytotoxic
CY89NEG_H06_S90_comb,89,Malignant,5258,33.6027,-2.0532,0.1099,-0.0275,Not cycling,,"",""
CY89FNAQ2_H03_S471_comb,89,Malignant,5612,33.193,-1.7267,0.3011,0.2799,Not cycling,,"",""
CY75_1FNA_F01_S541_comb,75,T_cell,3472,1.3578,14.0077,-0.0568,0.0941,Not cycling,0.9139,CD8 - Memory/Naive1,""
CY89CORE11_F03_S159_comb,89,Malignant,5300,33.5888,-1.8537,-0.0513,-0.0852,Not cycling,,"",""
CY89FNAQ2_B10_S406_comb,89,Malignant,8461,14.3967,-0.7006,0.1638,0.1001,Not cycling,,"",""
CY89COREQ1_B04_S304_comb,89,T_cell,4983,-3.7028,12.3462,-0.1974,-0.1211,Not cycling,1.4456,CD4 - Naive1,CD4 - Naive1
CY89FNA_A02_S194_comb,89,T_cell,3562,-3.8385,13.6691,0.238,0.0462,Not cycling,1.0471,CD4 - Naive2,""
CY89FNA_D05_S233_comb,89,"",4054,24.8738,-10.133,,,"",,"",""
CY89COREQ1_C03_S315_comb,89,T_cell,3767,9.5809,9.7651,-0.0695,0.0293,Not cycling,0.2707,CD8 - Cytotoxic,""
CY89NEG_A03_S3_comb,89,Malignant,5899,33.6577,-1.7886,-0.0245,-0.0153,Not cycling,,"",""
CY89COREQ1_D01_S325_comb,89,T_cell,3418,16.5314,10.8384,0.0602,0.0456,Not cycling,0.6953,CD8 - Memory/Naive1,""
CY89FNAQ2_C01_S409_comb,89,Malignant,7706,34.1381,-0.6869,0.5223,0.1586,Not cycling,,"",""
CY89CORE11_G08_S176_comb,89,Malignant,7452,33.8388,-0.9399,0.1595,-0.0314,Not cycling,,"",""
CY89FNA_A03_S195_comb,89,NK_cell,2938,-0.1215,6.6206,0.0136,-0.1697,Not cycling,,"",""
CY89COREQ1_D03_S327_comb,89,T_cell,3145,-2.1472,12.9446,0.1664,-0.085,Not cycling,0.6465,CD8 - Memory/Naive1,""
CY89NEG_A02_S2_comb,89,Malignant,5304,33.7399,-2.5809,-0.2587,0.0087,Not cycling,,"",""
CY89FNA_C06_S222_comb,89,B_cell,2851,-18.9707,5.5392,0.0013,0.0398,Not cycling,0.9757,MHC-II,""
CY89NEG_E02_S50_comb,89,Malignant,7667,33.9253,-0.9207,0.0994,0.0684,Not cycling,,"",""
CY89CORE11_F07_S163_comb,89,Malignant,5472,33.7549,-1.9939,-0.0458,0.0308,Not cycling,,"",""
CY89COREQ1_E02_S338_comb,89,T_cell,3340,9.5494,8.6113,-0.0478,0.1418,Not cycling,0.638,CD8 - Cytotoxic,""
CY89CORE11_A09_S105_comb,89,Malignant,5897,34.237,-2.4572,-0.1326,0.1068,Not cycling,,"",""
CY89FNAQ2_D04_S424_comb,89,"",9425,13.6711,-0.5513,,,"",,"",""
CY89COREQ1_E11_S347_comb,89,B_cell,3184,-19.1748,10.3732,0.0516,0.2056,Not cycling,0.7908,Progenitor,""
CY89NEG_D12_S48_comb,89,Malignant,6952,33.7073,-0.5692,0.0457,0.0738,Not cycling,,"",""
CY89FNA_G10_S274_comb,89,T_cell,3519,-2.6304,13.2154,-0.0203,-0.1285,Not cycling,0.7733,CD4 - Naive2,""
CY89COREQ1_C02_S314_comb,89,B_cell,4434,-19.0666,5.6726,0.0154,-0.0673,Not cycling,0.8885,MHC-II,""
CY89CORE11_C08_S128_comb,89,Malignant,7005,33.5306,-1.3878,0.0487,0.0268,Not cycling,,"",""
CY89FNA_G05_S269_comb,89,B_cell,2674,-18.3429,9.3093,-0.0062,-0.0084,Not cycling,0.3343,MHC-II,""
CY89CORE11_D11_S143_comb,89,Malignant,7095,33.4057,-2.0414,0.0226,0.0516,Not cycling,,"",""
CY89FNA_E07_S247_comb,89,B_cell,3248,-20.0094,4.6252,-0.0738,-0.0933,Not cycling,0.2665,Memory,""
CY89FNA_B07_S211_comb,89,"",3356,1.0668,10.889,,,"",,"",""
CY89COREQ1_D10_S334_comb,89,T_cell,3520,-2.2461,12.9018,-0.0122,-0.1684,Not cycling,1.5216,CD4 - Naive1,CD4 - Naive1
CY89FNA_C08_S224_comb,89,T_cell,3442,12.1809,14.3533,0.0035,-0.1136,Not cycling,0.9877,CD4 - Cytotoxic,""
CY89FNA_G03_S267_comb,89,B_cell,3167,-18.4181,9.8401,0.1112,-0.1324,Not cycling,0.7546,MHC-II,""
CY89CORE11_H06_S186_comb,89,Malignant,5777,33.7575,-2.1676,0.3963,0.1121,Not cycling,,"",""
CY89FNAQ2_F12_S456_comb,89,Malignant,6478,33.8652,-0.9708,-0.1138,0.0308,Not cycling,,"",""
CY89COREQ1_F05_S353_comb,89,B_cell,3982,-18.2189,9.756,0.1252,-0.1217,Not cycling,1.049,MHC-II,MHC-II
CY89FNA_D07_S235_comb,89,T_cell,2733,9.8754,9.3406,0.0939,0.1294,Not cycling,0.5921,CD8 - Cytotoxic,""
CY89COREQ1_D11_S335_comb,89,T_cell,4229,9.4196,8.5832,-0.103,0.0927,Not cycling,0.506,CD8 - Unassigned2,""
CY89FNA_G02_S266_comb,89,T_cell,4645,12.2089,7.3471,1.3965,1.3565,Intermediate,3.8102,CD8 - Cell Cycle,CD8 - Cell Cycle
CY89FNA_F08_S260_comb,89,"",2109,-0.2843,5.2641,,,"",,"",""
CY89NEG_F04_S64_comb,89,Malignant,7040,33.5593,-1.7009,0.0863,0.1361,Not cycling,,"",""
CY89NEG_D05_S41_comb,89,Malignant,6856,33.4679,-1.7696,0.1173,0.1689,Not cycling,,"",""
CY75_1FNA_E11_S539_comb,75,T_cell,3697,0.9439,11.7817,0.235,-0.1458,Not cycling,1.2734,CD8 - Memory/Naive1,CD8 - Memory/Naive1
CY89NEG_F08_S68_comb,89,Malignant,6663,33.5099,-1.3995,0.2788,0.1961,Not cycling,,"",""
CY89CORE11_D05_S137_comb,89,Malignant,5914,33.3487,-1.1337,0.1389,0.082,Not cycling,,"",""
CY89COREQ1_E06_S342_comb,89,B_cell,5053,-17.9741,15.8128,1.4065,2.4714,G2/M,4.5145,Cell Cycle,Cell Cycle
CY89CORE11_A03_S99_comb,89,Malignant,6219,33.3681,-1.5625,-0.0972,0.0439,Not cycling,,"",""
CY89FNA_A01_S193_comb,89,T_cell,3605,12.5945,7.956,1.7467,0.2949,G1/S,1.5933,CD8 - Cell Cycle,CD8 - Cell Cycle
CY75_1FNA_H08_S572_comb,75,T_cell,3921,0.8515,10.8786,-0.094,0.3892,Not cycling,0.6476,CD4 - Naive1,""
CY89COREQ1_C12_S324_comb,89,B_cell,3233,-18.5477,10.1492,-0.0802,0.1949,Not cycling,0.7516,MHC-II,""
CY89COREQ1_E10_S346_comb,89,"",4195,13.6966,-16.5363,,,"",,"",""
CY89NEG_A07_S7_comb,89,Malignant,5868,33.5111,-2.1431,-0.006,0.0429,Not cycling,,"",""
CY89COREQ1_B10_S310_comb,89,B_cell,3294,-18.2866,9.312,0.0032,-0.1618,Not cycling,0.9774,MHC-II,""
CY89COREQ1_A08_S296_comb,89,T_cell,3916,10.0105,9.2146,-0.0012,0.187,Not cycling,1.0427,CD8 - Cytotoxic,CD8 - Cytotoxic
CY89FNAQ2_G05_S461_comb,89,Malignant,6043,34.3057,-1.7456,-0.0779,0.0599,Not cycling,,"",""
CY75_1FNA_E12_S540_comb,75,T_cell,4083,-0.7177,13.6684,0.0515,0.3374,Not cycling,1.5259,CD8 - Memory/Naive1,CD8 - Memory/Naive1
CY89NEG_B01_S13_comb,89,Malignant,4453,33.8649,-2.4613,-0.0809,-0.0907,Not cycling,,"",""
CY89FNAQ2_C06_S414_comb,89,Malignant,4838,33.9859,-1.7533,0.1314,0.0112,Not cycling,,"",""
CY89FNAQ2_A03_S387_comb,89,"",10452,13.8174,-0.6444,,,"",,"",""
CY89COREQ1_G11_S371_comb,89,B_cell,3535,-19.0986,6.5843,0.0526,-0.0636,Not cycling,1.0315,MHC-II,MHC-II
CY75_1FNA_A03_S483_comb,75,"",2719,0.6698,11.3146,,,"",,"",""
CY89CORE11_B08_S116_comb,89,Malignant,6652,33.252,-0.9573,0.1221,0.0106,Not cycling,,"",""
CY89CORE11_E12_S156_comb,89,Malignant,4854,33.942,-0.6455,0.4587,-0.0943,Not cycling,,"",""
CY89COREQ1_D06_S330_comb,89,T_cell,3190,-1.8968,13.5854,-0.1401,0.115,Not cycling,1.3373,CD8 - Memory/Naive1,CD8 - Memory/Naive1
CY89COREQ1_B08_S308_comb,89,B_cell,3192,-18.3835,9.3631,-0.0383,-0.0486,Not cycling,0.8205,MHC-II,""
CY89CORE11_E07_S151_comb,89,"",2300,-6.0434,1.5903,,,"",,"",""
CY89NEG_D04_S40_comb,89,"",4822,32.9786,-0.9266,,,"",,"",""
CY89FNAQ2_D06_S426_comb,89,Malignant,9394,33.775,-1.0727,0.0167,-0.0023,Not cycling,,"",""
CY89NEG_G08_S80_comb,89,Malignant,5114,33.5826,-2.0743,-0.1181,0.1525,Not cycling,,"",""
CY89COREQ1_G07_S367_comb,89,B_cell,2722,-18.8012,9.9213,-0.1218,0.11,Not cycling,0.7471,MHC-II,""
CY89FNAQ2_E10_S442_comb,89,Malignant,6902,34.2158,-2.3173,0.1498,0.1764,Not cycling,,"",""
CY89FNA_A10_S202_comb,89,B_cell,3273,-17.8315,9.0438,-0.0703,0.0223,Not cycling,0.8296,Interferon,""
CY89COREQ1_C04_S316_comb,89,T_cell,4646,8.0462,7.9292,0.1527,-0.1743,Not cycling,0.5766,CD4 - Dysfunction,""
CY89FNA_E03_S243_comb,89,Macrophage,4816,14.6898,-16.3468,0.1533,0.1113,Not cycling,,"",""
CY89CORE11_F10_S166_comb,89,Malignant,7404,34.3441,-1.0357,1.9121,0.5207,G1/S,,"",""
CY89FNA_B10_S214_comb,89,T_cell,2978,7.9733,7.5706,-0.0963,-0.1562,Not cycling,0.5257,CD4 - Dysfunction,""
CY75_1FNA_G11_S563_comb,75,T_cell,3391,-0.3162,12.4421,-0.0357,-0.0592,Not cycling,1.2885,CD4 - Naive1,""
CY89FNAQ2_G04_S460_comb,89,Malignant,7824,33.9989,-0.7939,0.2197,0.1139,Not cycling,,"",""
CY75_1FNA_H09_S573_comb,75,T_cell,3222,-1.3261,13.1187,-0.0225,0.0634,Not cycling,1.202,CD8 - Memory/Naive1,CD8 - Memory/Naive1
CY89FNA_C09_S225_comb,89,B_cell,3227,-19.0458,7.2243,0.2238,-0.0468,Not cycling,1.138,Interferon,Interferon
CY89COREQ1_A12_S300_comb,89,T_cell,3843,7.6162,9.0662,-0.0774,0.0797,Not cycling,3.1808,CD4 - Interferon,""
CY89FNA_F05_S257_comb,89,T_cell,2476,8.9976,13.2887,-0.0213,-0.1255,Not cycling,2.9037,CD8 - Heat shock,""
CY89COREQ1_B12_S312_comb,89,T_cell,3915,2.3575,16.6174,-0.157,0.0792,Not cycling,0.9138,CD4 - Dysfunction,""
CY89NEG_A10_S10_comb,89,Malignant,5682,33.9476,-1.3213,0.7052,0.2478,G1/S,,"",""
CY75_1FNA_A10_S490_comb,75,T_cell,3188,-0.4546,12.3197,0.0403,-0.0204,Not cycling,1.536,CD4 - Naive1,""
CY89NEG_A12_S12_comb,89,Malignant,6771,33.4408,-1.8263,-0.1408,-0.1243,Not cycling,,"",""
CY89COREQ1_D04_S328_comb,89,Macrophage,4580,14.7954,-16.6165,-0.1691,0.1476,Not cycling,,"",""
CY89FNAQ2_F05_S449_comb,89,Malignant,5655,33.8837,-1.4363,-5e-04,0.0086,Not cycling,,"",""
CY89COREQ1_B11_S311_comb,89,T_cell,4872,7.4528,7.4907,0.1862,0.0942,Not cycling,0.4368,CD4 - Glycolysis/MYC,""
CY89COREQ1_E07_S343_comb,89,B_cell,3510,-18.2703,5.7744,0.1725,0.081,Not cycling,0.5957,MHC-II,""
CY89NEG_C10_S34_comb,89,Malignant,6558,33.3768,-1.605,-0.0641,0.0947,Not cycling,,"",""
CY89CORE11_G06_S174_comb,89,"",4257,-11.0953,6.573,,,"",,"",""
CY89COREQ1_B06_S306_comb,89,B_cell,3837,-19.3698,5.4992,0.1179,-0.0153,Not cycling,0.3206,Plasma,""
CY89FNA_A08_S200_comb,89,T_cell,3683,6.415,9.1593,-0.1314,0.1794,Not cycling,0.6447,CD4 - Cytotoxic,""
CY89NEG_E03_S51_comb,89,Malignant,5822,34.2587,-1.5675,0.0421,0.0057,Not cycling,,"",""
CY89FNA_H07_S283_comb,89,"",2671,-11.0424,6.5551,,,"",,"",""
CY89COREQ1_H01_S373_comb,89,B_cell,2573,-18.777,9.1701,-0.0852,-0.025,Not cycling,0.6496,MHC-II,""
CY89NEG_B06_S18_comb,89,"",3347,-11.5395,-4.881,,,"",,"",""
CY89COREQ1_D12_S336_comb,89,T_cell,3830,-2.1847,10.0857,0.0367,0.0758,Not cycling,0.2759,CD8 - Unassigned1,""
CY89NEG_C02_S26_comb,89,Malignant,5615,33.9374,-2.6125,0.0671,-0.0953,Not cycling,,"",""
CY89COREQ1_D02_S326_comb,89,T_cell,3285,9.2989,9.2614,-0.1343,0.1864,Not cycling,1.7928,CD8 - Interferon,CD8 - Interferon
CY75_1FNA_H11_S575_comb,75,T_cell,3879,2.1845,13.3788,0.0359,-0.1255,Not cycling,0.6227,CD8 - Memory/Naive1,""
CY89FNA_B08_S212_comb,89,T_cell,3660,9.3201,8.1166,-0.1484,0.5239,Not cycling,1.2086,CD8 - Unassigned2,""
CY89NEG_H01_S85_comb,89,Malignant,3762,33.2001,-0.8292,0.0637,0.0151,Not cycling,,"",""
CY75_1FNA_F07_S547_comb,75,Malignant,2897,-0.6797,12.8648,-0.2638,-0.2938,Not cycling,,"",""
CY89CORE11_A07_S103_comb,89,Malignant,6250,33.5705,-1.5281,-0.003,0.0965,Not cycling,,"",""
CY75_1FNA_A05_S485_comb,75,Malignant,3670,16.2052,11.5456,-0.0462,-0.3033,Not cycling,,"",""
CY89COREQ1_G06_S366_comb,89,B_cell,3187,-18.6451,9.804,0.1103,0.027,Not cycling,0.7658,MHC-II,""
CY89NEG_B08_S20_comb,89,Malignant,5051,34.1627,-2.5424,-0.0171,-0.0108,Not cycling,,"",""
CY89CORE11_E04_S148_comb,89,Malignant,6250,34.3484,-2.3834,0.0295,0.028,Not cycling,,"",""
